kanji	JLPT	grade	example1	other examples
応	3	5	応じる|おうじる|to respond; to satisfy; to accept; to comply with; to apply for|3	['応援|おうえん|aid; assistance; help; reinforcement|2', '応ずる|おうずる|to answer; to respond; to meet; to satisfy; to accept|2']
現	3	5	表現|ひょうげん|expression; presentation; representation (math)|3	['現れ|あらわれ|embodiment; materialization|3', '現す|あらわす|to show; to indicate; to display|3']
備	3	5	設備|せつび|equipment; device; facilities; installation|3	['準備|じゅんび・する|preparation; arrangements; provision; reserve; to prepare|3', '予備|よび|preparation; preliminaries; reserve; spare|2']
許	3	5	免許|めんきょ|license; permit; licence; certificate|3	['特許|とっきょ|special permission; patent|1', '許容|きょよう|permission; pardon|1']
任	3	5	責任|せきにん|duty; responsibility|3	['就任|しゅうにん|inauguration; assumption of office|2', '転任|てんにん|change of post|1']
評	3	5	批評|ひひょう|criticism; review; commentary|3	['評判|ひょうばん|fame; reputation; popularity; arrant|3', '評論|ひょうろん|criticism; critique|2']
容	3	5	内容|ないよう|subject; contents; substance; |3	['容積|ようせき|capacity; volume|2', '容器|ようき|container; vessel|2']
統	3	5	伝統|でんとう|tradition; convention|3	['統計|とうけい|scattering; a scatter; dispersion|2', '統一|とういつ|unity; consolidation; uniformity|2']
築	3	5	建築|けんちく|construction; architecture|3	['新築|しんちく|new building; new construction|1']
仏	3	5	仏|ほとけ|Buddha; merciful person; Buddhist image; the dead|3	['仏像|ぶつぞう|Buddhist image (statue)|1']
測	3	5	予測|よそく|prediction; estimation|3	['測量|そくりょう|measurement; surveying|2', '測定|そくてい|measurement|2']
益	3	5	利益|りえき|profits; gains; (political; economic) interest|3	['有益|ゆうえき|beneficial; profitable|1', '収益|しゅうえき|earnings; proceeds; returns|1']
徳	3	5	道徳|どうとく|morals|3	[]
銅	3	5	銅貨|どうか|copper coin|3	['銅|あかがね|copper|1']
効	3	5	有効|ゆうこう|validity; availability; effectiveness|3	['効果|こうか|effect; effectiveness; efficacy; result|3', '効力|こうりょく|effect; efficacy; validity; potency|2']
価	3	5	評価|ひょうか|valuation; estimation; assessment; evaluation|3	['価値|かち|value; worth; merit|3', '価格|かかく|price; value; cost|3']
飼	3	5	飼う|かう|to keep; to raise; to feed|3	[]
示	3	5	示す|しめす|to denote; to show; to point out; to indicate|3	['展示|てんじ|exhibition; display|1', '提示|ていじ|presentation; exhibit; suggest; citation|1']
張	3	5	張る|はる|to stick; to paste|3	['主張|しゅちょう|claim; request; insistence; assertion|3', '緊張|きんちょう|tension; mental strain; nervousness|3']
在	3	5	滞在|たいざい|stay; sojourn|3	['現在|げんざい|present; up to now; nowadays; modern times; current|3', '在る|ある|to live; to be|2']
職	3	5	就職|しゅうしょく|finding employment; inauguration|3	['職|しょく|employment|3', '職人|しょくにん|worker; mechanic; artisan; craftsman|2']
賛	3	5	賛成|さんせい|approval; agreement; support; favour|3	['賛成|さんせい|approval; agreement; support; favour|1']
旧	3	5	旧|きゅう|ex-|3	['旧知|きゅうち|old friend; old friendship|1', '旧事|くじ|past events; bygones|1']
境	3	5	環境|かんきょう|environment; circumstance|3	['国境|こっきょう|national or state border|3', '境界|きょうかい|boundary|2']
券	3	5	券|けん|ticket; coupon; bond; certificate|3	['回数券|かいすうけん|book of tickets|2', '旅券|りょけん|passport|1']
製	3	5	製品|せいひん|manufactured goods; finished goods|3	['製作|せいさく|manufacture; production|2', '作製|さくせい|manufacture|2']
衛	3	5	衛星|えいせい|satellite|3	['防衛|ぼうえい|defense; protection; self-defense|1', '衛生|えいせい|health; hygiene; sanitation; medical|1']
桜	3	5	桜|さくら|cherry blossom; cherry tree|3	[]
判	3	5	判断|はんだん|judgement; decision|3	['評判|ひょうばん|fame; reputation; popularity; arrant|3', '審判|しんぱん|refereeing; trial; judgement; umpire; referee|3']
均	3	5	平均|へいきん|equilibrium; balance; average; mean|3	['均衡|きんこう|equilibrium; balance|1']
断	3	5	判断|はんだん|judgement; decision|3	['断る|ことわる|to refuse; to decline; to dismiss|3', '断水|だんすい|water outage|2']
武	3	5	武器|ぶき|weapon; arms; ordinance|3	['武力|ぶりょく|armed might; military power; the sword; force|1', '武装|ぶそう|arms; armament; armed|1']
設	3	5	設備|せつび|equipment; device; facilities; installation|3	['建設|けんせつ|construction; establishment|3', '設置|せっち|establishment; institution|1']
混	3	5	混乱|こんらん|disorder; chaos; confusion; mayhem|3	['混ぜる|まぜる|to mix; to stir|2', '混じる|まじる|to be mixed; to be blended with; to associate with|2']
燃	3	5	燃える|もえる|to burn|3	['燃焼|ねんしょう|burning; combustion|1', '燃料|ねんりょう|fuel|1']
基	3	5	基づく|もとづく|to be grounded on; to be based on; to be due to; to originate from|3	['基本|きほん|foundation; basis; standard|3', '基地|きち|base|2']
酸	3	5	酸素|さんそ|oxygen|3	['酸|さん|acid|1', '酸化|さんか|oxidation|1']
限	3	5	制限|せいげん|restriction; restraint; limitation|3	['限界|げんかい|limit; bound|3', '無限|むげん|infinite|2']
準	3	5	水準|すいじゅん|level; standard;  water level|3	['標準|ひょうじゅん|standard; level|2', '規準|きじゅん|standard; basis; criteria; norm|2']
演	3	5	演奏|えんそう|musical performance|3	['演技|えんぎ|acting; performance|3', '講演|こうえん|lecture; address|3']
快	3	5	愉快|ゆかい|pleasant; happy|3	['快晴|かいせい|good weather|2', '全快|ぜんかい|complete recovery of health|1']
能	3	5	知能|ちのう|intelligence; brains|3	['有能|ゆうのう|able; capable; efficient; skill|3', '能力|のうりょく|ability; faculty|3']
迷	3	5	迷惑|めいわく|trouble; bother; annoyance|3	['迷信|めいしん|superstition|2']
破	3	5	破る|やぶる|to tear; to violate; to defeat; to smash; to destroy|3	['破れる|やぶれる|to get torn; to wear out|2', '破片|はへん|fragment; splinter; broken piece|2']
承	3	5	承認|しょうにん|recognition; acknowledgement; approval; consent; agreement|3	['承る|うけたまわる|(hum) to hear; to be told; to know|2', '了承|りょうしょう|acknowledgement; understanding (e.g. please be understanding of the mess during our renovation)|1']
罪	3	5	罪|つみ|crime; fault; indiscretion|3	[]
豊	3	5	豊か|ゆたか|abundant; wealthy; plentiful; rich|3	['豊作|ほうさく|abundant harvest; bumper crop|1']
提	3	5	提出|ていしゅつ|presentation; submission; filing|3	['提供|ていきょう|offer; tender; program sponsoring; furnishing|1', '提携|ていけい|cooperation; tie-up; joint business; link-up|1']
額	3	5	額|ひたい|forehead; brow|3	['金額|きんがく|amount of money|3', '差額|さがく|balance; difference; margin|1']
修	3	5	修理|しゅうり|repairing; mending|3	['修繕|しゅうぜん|repair; mending|2', '研修|けんしゅう|training|2']
禁	3	5	禁煙|きんえん|No Smoking!|3	['禁じる|きんじる|to prohibit|1', '禁ずる|きんずる|to forbid; to suppress|1']
保	3	5	保存|ほぞん|preservation; conservation; storage; maintenance|3	['保健|ほけん|health preservation; hygiene; sanitation|2', '保つ|たもつ|to keep; to preserve; to hold; to retain; to maintain; to support; to sustain; to last; to endure; to keep we|1']
絶	3	5	絶滅|ぜつめつ|destruction; extinction|3	['絶えず|たえず|constantly|2', '途絶える|とだえる|to stop; to cease; to come to an end|1']
余	3	5	余裕|よゆう|surplus; composure; margin; room; time; allowance; scope; rope|3	['余り|あまり|not very (used as adverb); not much|3', '余所|よそ|another place; somewhere else; strange parts|2']
素	3	5	素晴らしい|すばらしい|wonderful; splendid; magnificent|3	['酸素|さんそ|oxygen|3', '素質|そしつ|character; qualities; genius|2']
招	3	5	招く|まねく|to invite|3	['招き|まねき|invitation|1']
領	3	5	大統領|だいとうりょう|president; chief executive|3	['領事|りょうじ|consul|2', '要領|ようりょう|point; gist; essentials; outline|2']
責	3	5	責める|せめる|to condemn; to blame; to criticize|3	['責務|せきむ|duty; obligation|1']
態	3	5	態度|たいど|attitude; manner|3	['状態|じょうたい|condition; situation; circumstances; state|3', '態勢|たいせい|attitude; conditions; preparations|1']
志	3	5	意志|いし|will; volition|3	['志望|しぼう|wish; desire; ambition|1', '志向|しこう|intention; aim|1']
逆	3	5	逆|ぎゃく|reverse; opposite|3	['逆様|さかさま|inversion; upside down|2', '逆さ|さかさ|reverse; inversion; upside down|2']
件	3	5	事件|じけん|event; affair; incident|3	['用件|ようけん|business|1', '件|くだん|example; precedent; the usual; the said; the above-mentioned; (man) in question|1']
解	3	5	解ける|とける|to come untied; to come apart|3	['理解|りかい|understanding; comprehension|3', '解釈|かいしゃく|explanation; interpretation|3']
資	3	5	資本|しほん|funds; capital|3	['資料|しりょう|materials; data|2', '投資|とうし|investment|1']
敵	3	5	敵|てき|enemy; rival|3	['敵|かたき|enemy; rival|1', '素敵|すてき|lovely; dreamy; beautiful; great; fantastic; superb; cool; capital|1']
証	3	5	保証|ほしょう|guarantee; security; assurance; pledge; warranty|3	['証|あかし|proof; evidence|1', '証言|しょうげん|evidence; testimony|1']
輸	3	5	輸出|ゆしゅつ・する|export; to export|3	['輸血|ゆけつ|blood transfusion|2', '輸送|ゆそう|transport; transportation|2']
像	3	5	想像|そうぞう|imagination; guess|3	['仏像|ぶつぞう|Buddhist image (statue)|1', '映像|えいぞう|reflection; image|1']
査	3	5	調査|ちょうさ|investigation; examination; inquiry; survey|3	['巡査|じゅんさ|police; policeman|2', '捜査|そうさ|search (esp. in criminal investigations); investigation|1']
述	3	5	述べる|のべる|to state; to express; to mention|3	['記述|きじゅつ|describing; descriptor|1', '口述|こうじゅつ|verbal statement|1']
属	3	5	金属|きんぞく|metal|3	['附属|ふぞく|attached; belonging; affiliated|2', '付属|ふぞく|attached; belonging; affiliated; annexed; associated; subordinate; incidental; dependent; auxiliary|1']
支	3	5	支払う|しはらう|to pay|3	['支配|しはい|rule; control; direction|3', '支店|してん|branch store (office)|3']
預	3	5	預ける|あずける|to give into custody; to entrust; to deposit|3	['預金|よきん|deposit; bank account|1']
句	3	5	文句|もんく|phrase; complaint|3	['俳句|はいく|haiku poetry|2', '句読点|くとうてん|punctuation marks|2']
営	3	5	営業|えいぎょう|business; trade; management|3	['営む|いとなむ|to carry on (e.g. in ceremony); to run a business|1', '運営|うんえい|management; administration; operation|1']
独	3	5	独立|どくりつ|independence (e.g. Ind. Day); self-support|3	['独身|どくしん|bachelorhood; single; unmarried; celibate|3', '独り|ひとり|alone; |3']
税	3	5	税金|ぜいきん|tax; duty|3	['免税|めんぜい|tax exemption; duty exemption|2', '課税|かぜい|taxation|2']
富	3	5	豊富|ほうふ|abundance; wealth; plenty; bounty|3	['富む|とむ|to be rich; to become rich|1', '富豪|ふごう|wealthy person; millionaire|1']
制	3	5	制度|せいど|system; institution; organization|3	['体制|たいせい|order; system; structure; set-up; organization|2', '専制|せんせい|despotism; autocracy|2']
損	3	5	損|そん|loss; disadvantage|3	['損得|そんとく|loss and gain; advantage and disadvantage|2', '損なう|そこなう|to harm; to hurt; to injure; to damage; to fail in doing|1']
程	3	5	程度|ていど|degree; amount; grade; standard; of the order of (following a number)|3	['日程|にってい|agenda|2', '方程式|ほうていしき|equation|2']
臓	3	6	心臓|しんぞう|heart (organ)|3	[]
純	3	6	単純|たんじゅん|simplicity|3	['純情|じゅんじょう|pure heart; naivete; self-sacrificing devotion|2', '清純|せいじゅん|purity; innocence|1']
敬	3	6	尊敬|そんけい|respect; esteem; reverence; honour|3	['敬語|けいご|honorific; term of respect|2', '敬う|うやまう|to show respect; to honour|2']
認	3	6	認める|みとめる|to recognize; to appreciate; to approve; to admit; to notice|3	['承認|しょうにん|recognition; acknowledgement; approval; consent; agreement|3', '認識|にんしき|recognition; cognizance|1']
俳	3	6	俳優|はいゆう|actor; actress; player; performer|3	[]
密	3	6	密な|みつな|dense; thick|3	['精密|せいみつ|precise; exact; detailed; minute; close|1', '密度|みつど|density|1']
値	3	6	値段|ねだん|price; cost|3	['価値|かち|value; worth; merit|3', '値引き|ねびき|price reduction; discount|1']
郷	3	6	故郷|こきょう|home town; birthplace; old village; historic village|3	['郷愁|きょうしゅう|nostalgia; homesickness|1']
奏	3	6	演奏|えんそう|musical performance|3	[]
頂	3	6	頂上|ちょうじょう|top; summit; peak|3	['頂点|ちょうてん|top; summit|2', '頂|いただき|(top of) head; summit; spire|1']
姿	3	6	姿|すがた|figure; shape; appearance|3	[]
論	3	6	勿論|もちろん|of course; certainly; naturally|3	['論争|ろんそう|controversy; dispute|3', '論じる|ろんじる|to argue; to discuss; to debate|3']
延	3	6	延期|えんき|postponement; adjournment|3	['延ばす|のばす|to lengthen; to stretch; to reach out; to grow (beard)|2', '延長|えんちょう|extension; elongation; prolongation; lengthening|2']
宇	3	6	宇宙|うちゅう|universe; cosmos; space|3	[]
否	3	6	否定|ひてい|negation; denial; repudiation|3	['否決|ひけつ|rejection; negation; voting down|1', '拒否|きょひ|denial; veto; rejection; refusal|1']
幕	3	6	幕|まく|curtain; bunting; act (in play)|3	[]
宝	3	6	宝|たから|treasure|3	['宝器|ほうき|treasured article or vessel; outstanding individual|1', '重宝|じゅうほう|priceless treasure; convenience; usefulness|1']
傷	3	6	傷|きず|wound; injury; hurt; cut|3	['中傷|ちゅうしょう|slander; libel; defamation|1', '負傷|ふしょう|injury; wound|1']
至	3	6	至る|いたる|to come; to arrive|3	['乃至|ないし|from...to; between...and; or|1', '至って|いたって|very much; exceedingly; extremely|1']
収	3	6	吸収|きゅうしゅう|absorption; suction; attraction|3	['収穫|しゅうかく|harvest; crop; ingathering|3', '収入|しゅうにゅう|income; receipts; revenue|3']
模	3	6	模様|もよう|pattern; figure; design|3	['模索|もさく|groping (for)|1', '模範|もはん|exemplar; exemplification; exemplum; model; example|1']
憲	3	6	憲法|けんぽう|constitution|3	[]
骨	3	6	骨|ほね|bone|3	['露骨|ろこつ|1. frank; blunt; plain; outspoken; 2. conspicuous; open; 3. broad; suggestive|1', '骨|こつ|knack; skill|1']
誤	3	6	誤り|あやまり|error|3	['誤る|あやまる|to make a mistake|1', '誤差|ごさ|error|1']
宗	3	6	宗教|しゅうきょう|religion|3	[]
視	3	6	無視|むし|disregard; ignore|3	['監視|かんし|observation; guarding; inspection; surveillance|1', '視野|しや|field of vision; outlook|1']
署	3	6	署名|しょめい|signature|3	['税務署|ぜいむしょ|tax office|1']
泉	3	6	泉|いずみ|spring; fountain|3	[]
腹	3	6	腹|はら|abdomen; belly; stomach|3	['中腹|ちゅうっぱら|irritated; offended|1', '腹立ち|はらだち|anger|1']
討	3	6	検討|けんとう|consideration; examination; investigation; study; scrutiny|3	['討論|とうろん|debate; discussion|1', '討議|とうぎ|debate; discussion|1']
我	3	6	我々|われわれ|we|3	['怪我|けが・する|injury (to animate object); hurt; to injure|3', '我がまま|わがまま|selfishness; egoism; wilfulness; disobedience; whim|1']
担	3	6	担当|たんとう|(in) charge|3	['担う|になう|to carry on shoulder; to bear (burden); to shoulder (gun)|1', '担架|たんか|stretcher; litter|1']
貴	3	6	貴重|きちょう|precious; valuable|3	['貴族|きぞく|noble; aristocrat|1', '貴女|あなた|you; lady|1']
乱	3	6	混乱|こんらん|disorder; chaos; confusion; mayhem|3	['内乱|ないらん|civil war; insurrection; rebellion; domestic conflict|1', '乱す|みだす|to throw out of order; to disarrange; to disturb|1']
操	3	6	操作|そうさ|operation; management; processing|3	['操縦|そうじゅう|management; handling; control; manipulation|1', '操る|あやつる|to manipulate; to operate; to pull strings|1']
拡	3	6	拡大|かくだい|magnification; enlargement|3	['拡充|かくじゅう|expansion|2', '拡散|かくさん|scattering; diffusion|1']
推	3	6	推薦|すいせん|recommendation|3	['類推|るいすい|analogy|1', '推理|すいり|reasoning; inference; mystery or detective genre (movie novel etc.)|1']
宙	3	6	宇宙|うちゅう|universe; cosmos; space|3	[]
秘	3	6	秘密|ひみつ|secret; secrecy|3	['神秘|しんぴ|mystery|1']
幼	3	6	幼い|おさない|very young; childish|3	['幼稚|ようち|infancy; childish; infantile|2', '幼児|ようじ|infant; baby; child|2']
善	3	6	善|ぜん|good; goodness; right; virtue|3	['善良|ぜんりょう|goodness; excellence; virtue|1', '善し悪し|よしあし|good or bad; merits or demerits; quality; suitability|1']
激	3	6	激しい|はげしい|violent; vehement; intense|3	['刺激|しげき|stimulus; impetus; incentive|3', '感激|かんげき|deep emotion; impression; inspiration|2']
域	3	6	地域|ちいき|area; region|3	['区域|くいき|limits; boundary; domain; zone; sphere; territory|2', '領域|りょういき|area; domain; territory; field; region; regime|1']
針	3	6	針|はり|needle; hand (e.g. clock)|3	['方針|ほうしん|objective; plan; policy|2', '針路|しんろ|course; direction; compass bearing|2']
詞	3	6	動詞|どうし|verb|3	['名詞|めいし|noun|2', '副詞|ふくし|adverb|2']
異	3	6	異常|いじょう|strangeness; abnormality; disorder|3	['驚異|きょうい|wonder; miracle|1', '異議|いぎ|objection; dissent; protest|1']
城	3	6	城|しろ|castle|3	[]
穀	3	6	穀物|こくもつ|grain; cereal; corn|3	[]
装	3	6	装置|そうち|equipment; installation; apparatus|3	['包装|ほうそう|packing; wrapping|2', '装備|そうび|equipment|1']
染	3	6	汚染|おせん|pollution; contamination|3	['染まる|そまる|to dye|1', '染める|そめる|to dye; to colour|1']
胸	3	6	胸|むね|breast; chest|3	[]
権	3	6	権利|けんり|right; privilege|3	['政権|せいけん|administration; political power|1', '棄権|きけん|abstain from voting; renunciation of a right|1']
著	3	6	著者|ちょしゃ|author; writer|3	['著|ちゃく|counter for suits of clothing; arriving at ..|1', '著名|ちょめい|well-known; noted; celebrated|1']
縦	3	6	縦|たて|length; height|3	[]
劇	3	6	悲劇|ひげき|tragedy|3	['劇|げき|drama; play|3', '演劇|えんげき|play (theatrical)|2']
賃	3	6	家賃|やちん|rent|3	['運賃|うんちん|freight rates; shipping expenses; fare|1']
派	3	6	立派|りっぱ|splendid; fine; handsome; elegant; imposing; prominent; legal; legitimate|3	['特派|とくは|send specially; special envoy|1', '派遣|はけん|dispatch; send|1']
専	3	6	専攻|せんこう|major subject; special study|3	['専修|せんしゅう|specialization|1', '専用|せんよう|exclusive use; personal use|1']
党	3	6	党|とう|party (political)|3	['与党|よとう|government party; (ruling) party in power; government|1', '野党|やとう|opposition party|1']
株	3	6	株|かぶ|share; stock; stump (of tree)|3	[]
刻	3	6	遅刻|ちこく|lateness; late coming|3	['深刻|しんこく|serious|3', '彫刻|ちょうこく|carving; engraving; sculpture|2']
処	3	6	処理|しょり|processing; dealing with; treatment; disposition; disposal|3	['何処か|どこか|somewhere; anywhere; in some respects|1', '其処|そこ|that place; there|1']
革	3	6	革|かわ|leather|3	['変革|へんかく|change; reform; revolution; upheaval; (the) Reformation|1', '改革|かいかく|reform; reformation; innovation|1']
筋	3	6	筋|すじ|muscle; string; line|3	['一筋|ひとすき|a line; earnestly; blindly; straightforwardly|1', '粗筋|あらすじ|outline; summary|1']
源	3	6	資源|しげん|resources|3	['源|みなもと|source; origin|1', '起源|きげん|origin; beginning; rise|1']
尊	3	6	尊重|そんちょう|respect; esteem; regard|3	['尊い|たっとい|precious; valuable; priceless; noble; exalted; sacred|1', '尊ぶ|たっとぶ|to value; to prize; to esteem|1']
裁	3	6	裁判|さいばん|trial; judgement|3	['体裁|ていさい|decency; style; form; appearance; show; get-up; format|1', '独裁|どくさい|dictatorship; despotism|1']
批	3	6	批評|ひひょう|criticism; review; commentary|3	[]
補	3	6	候補|こうほ|candidacy|3	['補給|ほきゅう|supply; supplying; replenishment|1', '補強|ほきょう|compensation; reinforcement|1']
疑	3	6	疑問|ぎもん|question; problem; doubt; guess|3	['質疑|しつぎ|question|1', '疑惑|ぎわく|doubt; misgivings; distrust; suspicion|1']
穴	3	6	穴|あな|hole|3	[]
従	3	6	従兄弟|いとこ|cousin (male)|3	['従姉妹|いとこ|cousin (female)|2', '従って|したがって|therefore; consequently; in accordance with|1']
納	3	6	納得|なっとく|consent; assent; understanding|3	['納入|のうにゅう|payment; supply|1', '滞納|たいのう|non-payment; default|1']
就	3	6	就く|つく|to take (seat; position); to get (a job)|3	['就任|しゅうにん|inauguration; assumption of office|2', '就業|しゅうぎょう|employment; starting work|1']
層	3	6	一層|いっそう|much more; still more; all the more|3	['高層|こうそう|upper|2', '階層|かいそう|class; level; stratum; hierarchy|1']
嘩	3	EXTRA	喧嘩|けんか|quarrel; (drunken) brawl; failure|3	[]
鼠	3	EXTRA	鼠|ねずみ|mouse; 　rat; |3	[]
濡	3	EXTRA	濡れる|ぬれる|to get wet|3	['ずぶ濡れ|ずぶぬれ|soaked; dripping wet|1']
叱	3	EXTRA	叱る|しかる|to scold|3	[]
頬	3	EXTRA	頬|ほほ|cheek (of face)|3	['頬っぺた|ほっぺた|cheek|1']
罹	3	EXTRA	罹る|かかる|to suffer from|3	[]
咳	3	EXTRA	咳|せき|cough|3	[]
轢	3	EXTRA	轢く|ひく|to run somebody over (with vehicle); to knock someone down|3	[]
嬉	3	EXTRA	嬉しい|うれしい|happy; glad; pleasant|3	[]
繋	3	EXTRA	繋ぐ|つなぐ|to tie; to fasten; to connect; to transfer (phone call)|3	['繋がる|つながる|to be tied together; to be connected to; to be related to|2', '繋がり|つながり|connection; link; relationship|2']
餌	3	EXTRA	餌|えさ|feed; bait|3	[]
溺	3	EXTRA	溺れる|おぼれる|to be drowned; to indulge in|3	[]
貰	3	EXTRA	貰う|もらう|to receive|3	[]
吠	3	EXTRA	吠える|ほえる|to bark; to bay; to howl; to bellow; to roar; to cry|3	[]
紐	3	EXTRA	紐|ひも|string; cord; pimp|3	[]
謎	3	EXTRA	謎|なぞ|riddle; puzzle; enigma|3	[]
莫	3	EXTRA	莫大|ばくだい|enormous; vast|3	[]
塵	3	EXTRA	塵|ごみ|dust; dirt　rubbish|3	['塵芥|ごみ|trash; rubbish|2', '塵取り|ちりとり|dustpan|1']
勿	3	EXTRA	勿論|もちろん|of course; certainly; naturally|3	[]
濠	3	EXTRA	濠|ほり|moat|3	[]
喧	3	EXTRA	喧嘩|けんか|quarrel; (drunken) brawl; failure|3	[]
埃	3	EXTRA	埃|ほこり|dust|3	[]
贅	3	EXTRA	贅沢|ぜいたく|luxury; extravagance|3	[]
諺	3	EXTRA	諺|ことわざ|proverb; maxim|3	[]
掴	3	EXTRA	掴む|つかむ|to seize; to catch; to grasp|3	[]
噂	3	EXTRA	噂|うわさ|rumour; report; gossip; common talk|3	[]
兎	3	EXTRA	兎|うさぎ|rabbit; hare|3	['兎に角|とにかく|anyhow; at any rate; anyway; somehow or other; generally speaking; in any case|1', '兎も角|ともかく|anyhow; anyway; somehow or other; generally speaking; in any case|1']
或	3	EXTRA	或|ある|a certain...; some...|3	['或いは|あるいは|or; possibly|1']
尤	3	EXTRA	尤も|もっとも|quite right; plausible; natural; but then; although|3	[]
嘘	3	EXTRA	嘘|うそ|lie; falsehood; incorrect fact; inappropriate|3	[]
叩	3	EXTRA	叩く|たたく|to strike; to clap; to dust; to beat|3	[]
症	3	S	症状|しょうじょう|symptoms; condition|3	[]
惑	3	S	迷惑|めいわく|trouble; bother; annoyance|3	['誘惑|ゆうわく|temptation; allurement; lure|1', '疑惑|ぎわく|doubt; misgivings; distrust; suspicion|1']
滅	3	S	絶滅|ぜつめつ|destruction; extinction|3	['全滅|ぜんめつ|annihilation|1', '滅茶苦茶|めちゃくちゃ|absurd; unreasonable; excessive; messed up; spoiled; wreaked|1']
酔	3	S	酔う|よう|to get drunk; to become intoxicated|3	['麻酔|ますい|anaesthesia|1']
賢	3	S	賢い|かしこい|wise; clever; smart|3	[]
跡	3	S	跡|あと|trace; tracks; mark; sign;  remains; ruins; (3) scar|3	['跡切れる|とぎれる|to pause; to be interrupted|1', '追跡|ついせき|pursuit|1']
霜	3	S	霜|しも|frost|3	[]
華	3	S	豪華|ごうか|wonderful; gorgeous; splendor; pomp; extravagance|3	['華やか|はなやか|gay; showy; brilliant; gorgeous; florid|1', '華奢|かしゃ|luxury; pomp; delicate; slender; gorgeous|1']
穏	3	S	穏やか|おだやか|calm; gentle; quiet|3	[]
哲	3	S	哲学|てつがく|philosophy|3	[]
鮮	3	S	新鮮|しんせん|fresh|3	[]
了	3	S	完了|かんりょう|completion; conclusion|3	['了|りょう|finish; completion; understanding|1', '了解|りょうかい|comprehension; consent; understanding; roger (on the radio)|1']
誇	3	S	誇り|ほこり|pride|3	['誇張|こちょう|exaggeration|1']
冗	3	S	冗談|じょうだん|jest; joke|3	[]
需	3	S	需要|じゅよう|demand; request|3	[]
衝	3	S	衝突|しょうとつ|collision; conflict|3	[]
雷	3	S	雷|かみなり|thunder|3	[]
椅	3	S	椅子|いす|chair|3	[]
漠	3	S	砂漠|さばく|desert|3	[]
逮	3	S	逮捕|たいほ|arrest; apprehension; capture|3	[]
抵	3	S	抵抗|ていこう|resistance; opposition; electrical resistance; |3	[]
履	3	S	履く|はく|to wear; to put on (lower body)|3	['履歴|りれき|personal history; background; career; log|1']
伸	3	S	伸びる|のびる|to stretch; to extend; to make progress; to grow (beard; body height)|3	[]
環	3	S	環境|かんきょう|environment; circumstance|3	[]
離	3	S	離婚|りこん|divorce|3	['離す|はなす|to part; divide; separate|3', '分離|ぶんり|separation; detachment; segregation; isolation|1']
慎	3	S	慎重|しんちょう|discretion; prudence|3	[]
肩	3	S	肩|かた|shoulder|3	[]
床	3	S	床|ゆか|floor|3	['床屋|とこや|barber|2', '起床|きしょう|rising; getting out of bed|2']
黙	3	S	黙る|だまる|to be silent|3	[]
奪	3	S	奪う|うばう|to snatch away|3	[]
泡	3	S	泡|あわ|bubble; foam; froth; head on beer|3	[]
匂	3	S	匂い|におい|odour; scent; smell; stench|3	[]
鎖	3	S	鎖|くさり|chain|3	['封鎖|ふうさ|blockade; freezing (funds)|1']
飽	3	S	飽きる|あきる|to get tired of; to lose interest in; to have enough|3	['飽和|ほうわ|saturation|1']
吐	3	S	吐く|はく|to breathe out; to vomit|3	['吐く|つく|1. to breathe; 2. to tell (lies); 3. to vomit; to disgorge|1']
影	3	S	影|かげ|shade; shadow; other side|3	['撮影|さつえい|photographing|2']
昇	3	S	昇る|のぼる|to arise; to ascend; to go up|3	['上昇|じょうしょう|rising; ascending; climbing|1']
刑	3	S	刑事|けいじ|a police detective|3	['刑|けい|penalty; sentence; punishment|1', '刑罰|けいばつ|judgement; penalty; punishment|1']
融	3	S	金融|きんゆう|finance; monetary circulation; |3	['融通|ゆうずう|lending (money); accommodation; adaptability; versatility; finance|1']
陥	3	S	欠陥|けっかん|defect; fault; deficiency|3	[]
魔	3	S	悪魔|あくま|devil; demon; evil spirit|3	['お邪魔します|おじゃまします|Excuse me for disturbing (interrupting) you|1', '誤魔化す|ごまかす|to deceive; to falsify; to misrepresent|1']
褒	3	S	褒める|ほめる|to praise; to admire; to speak well|3	[]
肌	3	S	肌|はだ|skin|3	[]
診	3	S	診察|しんさつ|medical examination|3	['診断|しんだん|diagnosis|2', '聴診器|ちょうしんき|stethoscope|1']
諦	3	S	諦める|あきらめる|to give up; to abandon|3	[]
狂	3	S	狂う|くるう|to go mad; to get out of order|3	[]
克	3	S	克服|こくふく|subjugation; conquest|3	[]
齢	3	S	年齢|ねんれい|age; years|3	[]
握	3	S	握る|にぎる|to grasp; to hold a (thing) in one's hand; grip|3	['把握|はあく|grasp; catch; understanding|1']
免	3	S	免許|めんきょ|license; permit; licence; certificate|3	['御免|ごめん|your pardon; declining (something); dismissal; permission|2', '免除|めんじょ|exemption; exoneration; discharge|1']
嫁	3	S	嫁|よめ|bride; daughter-in-law|3	[]
徹	3	S	徹底|てってい|thoroughness; completeness|3	['徹する|てっする|to sink in; to penetrate; to devote oneself; to believe in; to go through; to do intently and exclusively|1']
偶	3	S	偶々|たまたま|casually; unexpectedly; accidentally; by chance|3	['偶数|ぐうすう|even number|2', '偶に|たまに|occasionally; once in a while|1']
企	3	S	企業|きぎょう|enterprise; undertaking|3	[]
鍵	3	S	鍵|かぎ|key|3	[]
慢	3	S	我慢|がまん|patience; endurance; perseverance|3	['怠慢|たいまん|negligence; procrastination; carelessness|1']
